market,selection,bucket_type,bucket,sample_count,hit_rate,avg_odds,roi,max_losing_streak,max_drawdown,league_distribution,season_distribution,positive_roi_bucket,phase5_reject_reason,stability_status,stability_reject_reasons,watchlist_reasons,research_only,recommendation_generated,official_written,pending_written,qq_written
1X2,draw,open_to_close_odds_movement,>=1.00,261,0.099617,8.437739,-0.197318,25,-0.299808,"{""B1"": 26, ""N1"": 68, ""P1"": 58, ""SC0"": 78, ""T1"": 31}","{""2020/21"": 43, ""2021/22"": 49, ""2022/23"": 51, ""2023/24"": 65, ""2024/25"": 53}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,draw,open_to_close_odds_movement,MISSING,18,0.111111,3.763889,-0.611111,10,-0.644444,"{""B1"": 3, ""N1"": 1, ""P1"": 2, ""SC0"": 2, ""T1"": 10}","{""2020/21"": 8, ""2021/22"": 2, ""2022/23"": 5, ""2023/24"": 1, ""2024/25"": 2}",NO,SMALL_SAMPLE|CONCENTRATION_RISK,REJECT_CONCENTRATION|REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_CONCENTRATION|REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,away,open_to_close_odds_movement,-0.25-0.00,1806,0.444075,2.453184,-0.093228,11,-0.103117,"{""B1"": 413, ""N1"": 322, ""P1"": 388, ""SC0"": 299, ""T1"": 384}","{""2020/21"": 383, ""2021/22"": 332, ""2022/23"": 387, ""2023/24"": 364, ""2024/25"": 340}",NO,NONE,REJECT_NON_POSITIVE_ROI,REJECT_NON_POSITIVE_ROI,NONE,YES,NO,NO,NO,NO
1X2,away,open_to_close_odds_movement,-0.50--0.25,679,0.28866,3.598395,-0.158159,17,-0.197732,"{""B1"": 161, ""N1"": 107, ""P1"": 160, ""SC0"": 69, ""T1"": 182}","{""2020/21"": 174, ""2021/22"": 107, ""2022/23"": 129, ""2023/24"": 139, ""2024/25"": 130}",NO,NONE,REJECT_NON_POSITIVE_ROI,REJECT_NON_POSITIVE_ROI,NONE,YES,NO,NO,NO,NO
1X2,away,open_to_close_odds_movement,-0.75--0.50,239,0.297071,3.670126,-0.022301,20,-0.128536,"{""B1"": 61, ""N1"": 43, ""P1"": 40, ""SC0"": 24, ""T1"": 71}","{""2020/21"": 61, ""2021/22"": 45, ""2022/23"": 38, ""2023/24"": 42, ""2024/25"": 53}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,away,open_to_close_odds_movement,-1.00--0.75,62,0.290323,3.270323,-0.104355,11,-0.177419,"{""B1"": 21, ""N1"": 8, ""P1"": 10, ""SC0"": 4, ""T1"": 19}","{""2020/21"": 18, ""2021/22"": 12, ""2022/23"": 13, ""2023/24"": 10, ""2024/25"": 9}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,away,open_to_close_odds_movement,0.00-0.25,2425,0.364124,3.708181,-0.112944,14,-0.124404,"{""B1"": 434, ""N1"": 551, ""P1"": 489, ""SC0"": 357, ""T1"": 594}","{""2020/21"": 477, ""2021/22"": 475, ""2022/23"": 495, ""2023/24"": 517, ""2024/25"": 461}",NO,NONE,REJECT_NON_POSITIVE_ROI,REJECT_NON_POSITIVE_ROI,NONE,YES,NO,NO,NO,NO
1X2,away,open_to_close_odds_movement,0.25-0.50,732,0.248634,3.58877,-0.189631,17,-0.207937,"{""B1"": 155, ""N1"": 130, ""P1"": 131, ""SC0"": 113, ""T1"": 203}","{""2020/21"": 137, ""2021/22"": 171, ""2022/23"": 126, ""2023/24"": 142, ""2024/25"": 156}",NO,NONE,REJECT_NON_POSITIVE_ROI,REJECT_NON_POSITIVE_ROI,NONE,YES,NO,NO,NO,NO
1X2,away,open_to_close_odds_movement,0.50-0.75,442,0.217195,4.991448,-0.036176,19,-0.129344,"{""B1"": 89, ""N1"": 75, ""P1"": 77, ""SC0"": 76, ""T1"": 125}","{""2020/21"": 78, ""2021/22"": 116, ""2022/23"": 72, ""2023/24"": 74, ""2024/25"": 102}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,away,open_to_close_odds_movement,0.75-1.00,152,0.210526,4.924868,0.026974,18,-0.118421,"{""B1"": 37, ""N1"": 24, ""P1"": 21, ""SC0"": 21, ""T1"": 49}","{""2020/21"": 25, ""2021/22"": 44, ""2022/23"": 21, ""2023/24"": 24, ""2024/25"": 38}",YES,SMALL_SAMPLE,REJECT_SMALL_SAMPLE,REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,away,open_to_close_odds_movement,<=-1.00,445,0.119101,8.96836,-0.292876,31,-0.347191,"{""B1"": 74, ""N1"": 113, ""P1"": 119, ""SC0"": 65, ""T1"": 74}","{""2020/21"": 105, ""2021/22"": 91, ""2022/23"": 81, ""2023/24"": 92, ""2024/25"": 76}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,away,open_to_close_odds_movement,>=1.00,577,0.093588,10.95279,-0.3,35,-0.344194,"{""B1"": 94, ""N1"": 156, ""P1"": 93, ""SC0"": 110, ""T1"": 124}","{""2020/21"": 100, ""2021/22"": 131, ""2022/23"": 92, ""2023/24"": 127, ""2024/25"": 127}",NO,NONE,REJECT_NON_POSITIVE_ROI,REJECT_NON_POSITIVE_ROI,NONE,YES,NO,NO,NO,NO
1X2,away,open_to_close_odds_movement,MISSING,18,0.444444,4.111667,0.352778,4,-0.222222,"{""B1"": 3, ""N1"": 1, ""P1"": 2, ""SC0"": 2, ""T1"": 10}","{""2020/21"": 8, ""2021/22"": 2, ""2022/23"": 5, ""2023/24"": 1, ""2024/25"": 2}",YES,SMALL_SAMPLE|HIGH_DRAWDOWN_RISK|CONCENTRATION_RISK,REJECT_CONCENTRATION|REJECT_HIGH_DRAWDOWN|REJECT_SMALL_SAMPLE,REJECT_CONCENTRATION|REJECT_HIGH_DRAWDOWN|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
AH,home_handicap,open_to_close_line_movement,-0.25,1372,0.456268,1.964162,-0.024282,11,-0.02699,"{""B1"": 263, ""N1"": 313, ""P1"": 229, ""SC0"": 218, ""T1"": 349}","{""2020/21"": 228, ""2021/22"": 324, ""2022/23"": 223, ""2023/24"": 284, ""2024/25"": 313}",NO,NONE,REJECT_NON_POSITIVE_ROI,REJECT_NON_POSITIVE_ROI,NONE,YES,NO,NO,NO,NO
AH,home_handicap,open_to_close_line_movement,-0.50,148,0.439189,1.959054,-0.057838,5,-0.136284,"{""B1"": 32, ""N1"": 35, ""P1"": 18, ""SC0"": 22, ""T1"": 41}","{""2020/21"": 29, ""2021/22"": 37, ""2022/23"": 21, ""2023/24"": 21, ""2024/25"": 40}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
AH,home_handicap,open_to_close_line_movement,-0.75,7,0.571429,1.927143,0.108571,1,-0.15,"{""N1"": 2, ""SC0"": 1, ""T1"": 4}","{""2021/22"": 3, ""2022/23"": 1, ""2023/24"": 1, ""2024/25"": 2}",YES,SMALL_SAMPLE|HIGH_DRAWDOWN_RISK|CONCENTRATION_RISK,REJECT_CONCENTRATION|REJECT_HIGH_DRAWDOWN|REJECT_SMALL_SAMPLE,REJECT_CONCENTRATION|REJECT_HIGH_DRAWDOWN|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
AH,home_handicap,open_to_close_line_movement,0.00,4315,0.463499,1.929921,-0.025489,10,-0.035187,"{""B1"": 830, ""N1"": 850, ""P1"": 912, ""SC0"": 669, ""T1"": 1054}","{""2020/21"": 871, ""2021/22"": 846, ""2022/23"": 892, ""2023/24"": 904, ""2024/25"": 802}",NO,NONE,REJECT_NON_POSITIVE_ROI,REJECT_NON_POSITIVE_ROI,NONE,YES,NO,NO,NO,NO
AH,home_handicap,open_to_close_line_movement,0.25,1581,0.449083,1.892574,-0.067274,8,-0.068786,"{""B1"": 373, ""N1"": 298, ""P1"": 347, ""SC0"": 209, ""T1"": 354}","{""2020/21"": 381, ""2021/22"": 271, ""2022/23"": 313, ""2023/24"": 304, ""2024/25"": 312}",NO,NONE,REJECT_NON_POSITIVE_ROI,REJECT_NON_POSITIVE_ROI,NONE,YES,NO,NO,NO,NO
AH,home_handicap,open_to_close_line_movement,0.50,133,0.443609,1.877218,-0.108008,9,-0.199624,"{""B1"": 42, ""N1"": 27, ""P1"": 19, ""SC0"": 17, ""T1"": 28}","{""2020/21"": 49, ""2021/22"": 37, ""2022/23"": 8, ""2023/24"": 17, ""2024/25"": 22}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
AH,home_handicap,open_to_close_line_movement,0.75,9,0.555556,1.817778,0.074444,3,-0.333333,"{""B1"": 2, ""N1"": 1, ""P1"": 3, ""SC0"": 2, ""T1"": 1}","{""2020/21"": 5, ""2021/22"": 2, ""2022/23"": 1, ""2023/24"": 1}",YES,SMALL_SAMPLE|HIGH_DRAWDOWN_RISK|CONCENTRATION_RISK,REJECT_CONCENTRATION|REJECT_HIGH_DRAWDOWN|REJECT_SMALL_SAMPLE,REJECT_CONCENTRATION|REJECT_HIGH_DRAWDOWN|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
AH,home_handicap,open_to_close_line_movement,<=-1.00,5,0.8,3.184,1.798,1,-0.2,"{""N1"": 2, ""P1"": 1, ""T1"": 2}","{""2020/21"": 1, ""2021/22"": 3, ""2024/25"": 1}",YES,SMALL_SAMPLE|HIGH_DRAWDOWN_RISK|CONCENTRATION_RISK,REJECT_CONCENTRATION|REJECT_HIGH_DRAWDOWN|REJECT_SMALL_SAMPLE,REJECT_CONCENTRATION|REJECT_HIGH_DRAWDOWN|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
AH,home_handicap,open_to_close_line_movement,>=1.00,3,0.666667,1.826667,0.09,1,-0.333333,"{""N1"": 2, ""P1"": 1}","{""2020/21"": 1, ""2021/22"": 1, ""2024/25"": 1}",YES,SMALL_SAMPLE|HIGH_DRAWDOWN_RISK|CONCENTRATION_RISK,REJECT_CONCENTRATION|REJECT_HIGH_DRAWDOWN|REJECT_SMALL_SAMPLE,REJECT_CONCENTRATION|REJECT_HIGH_DRAWDOWN|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
AH,home_handicap,open_to_close_line_movement,MISSING,0,0,0,0,0,0,{},{},NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
