market,selection,bucket_type,bucket,sample_count,hit_rate,avg_odds,roi,max_losing_streak,max_drawdown,league_distribution,season_distribution,positive_roi_bucket,phase5_reject_reason,stability_status,stability_reject_reasons,watchlist_reasons,research_only,recommendation_generated,official_written,pending_written,qq_written
1X2,home,open_to_close_probability_movement,-0.02-0.00,1587,0.418399,3.454713,-0.029729,11,-0.057278,"{""B1"": 326, ""N1"": 304, ""P1"": 370, ""SC0"": 244, ""T1"": 343}","{""2020/21"": 299, ""2021/22"": 292, ""2022/23"": 356, ""2023/24"": 323, ""2024/25"": 317}",NO,NONE,REJECT_NON_POSITIVE_ROI,REJECT_NON_POSITIVE_ROI,NONE,YES,NO,NO,NO,NO
1X2,home,open_to_close_probability_movement,-0.04--0.02,1124,0.395018,3.15903,-0.108158,13,-0.127286,"{""B1"": 239, ""N1"": 226, ""P1"": 256, ""SC0"": 169, ""T1"": 234}","{""2020/21"": 238, ""2021/22"": 205, ""2022/23"": 240, ""2023/24"": 224, ""2024/25"": 217}",NO,NONE,REJECT_NON_POSITIVE_ROI,REJECT_NON_POSITIVE_ROI,NONE,YES,NO,NO,NO,NO
1X2,home,open_to_close_probability_movement,-0.06--0.04,545,0.377982,2.840899,-0.191541,11,-0.196294,"{""B1"": 138, ""N1"": 87, ""P1"": 121, ""SC0"": 60, ""T1"": 139}","{""2020/21"": 140, ""2021/22"": 110, ""2022/23"": 90, ""2023/24"": 110, ""2024/25"": 95}",NO,NONE,REJECT_NON_POSITIVE_ROI,REJECT_NON_POSITIVE_ROI,NONE,YES,NO,NO,NO,NO
1X2,home,open_to_close_probability_movement,-0.08--0.06,222,0.445946,2.635495,0.041802,9,-0.086802,"{""B1"": 60, ""N1"": 33, ""P1"": 37, ""SC0"": 26, ""T1"": 66}","{""2020/21"": 67, ""2021/22"": 38, ""2022/23"": 32, ""2023/24"": 49, ""2024/25"": 36}",YES,SMALL_SAMPLE,REJECT_SMALL_SAMPLE,REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,home,open_to_close_probability_movement,-0.10--0.08,74,0.324324,2.749189,-0.259189,10,-0.283514,"{""B1"": 27, ""N1"": 4, ""P1"": 20, ""SC0"": 7, ""T1"": 16}","{""2020/21"": 25, ""2021/22"": 16, ""2022/23"": 4, ""2023/24"": 7, ""2024/25"": 22}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,home,open_to_close_probability_movement,0.00-0.02,1973,0.438419,2.945768,-0.089645,16,-0.094557,"{""B1"": 338, ""N1"": 454, ""P1"": 387, ""SC0"": 310, ""T1"": 484}","{""2020/21"": 422, ""2021/22"": 374, ""2022/23"": 407, ""2023/24"": 415, ""2024/25"": 355}",NO,NONE,REJECT_NON_POSITIVE_ROI,REJECT_NON_POSITIVE_ROI,NONE,YES,NO,NO,NO,NO
1X2,home,open_to_close_probability_movement,0.02-0.04,1068,0.504682,2.348876,-0.054307,9,-0.073455,"{""B1"": 218, ""N1"": 221, ""P1"": 198, ""SC0"": 173, ""T1"": 258}","{""2020/21"": 192, ""2021/22"": 248, ""2022/23"": 180, ""2023/24"": 220, ""2024/25"": 228}",NO,NONE,REJECT_NON_POSITIVE_ROI,REJECT_NON_POSITIVE_ROI,NONE,YES,NO,NO,NO,NO
1X2,home,open_to_close_probability_movement,0.04-0.06,562,0.491103,2.154199,-0.064075,10,-0.087705,"{""B1"": 108, ""N1"": 129, ""P1"": 88, ""SC0"": 100, ""T1"": 137}","{""2020/21"": 86, ""2021/22"": 135, ""2022/23"": 97, ""2023/24"": 107, ""2024/25"": 137}",NO,NONE,REJECT_NON_POSITIVE_ROI,REJECT_NON_POSITIVE_ROI,NONE,YES,NO,NO,NO,NO
1X2,home,open_to_close_probability_movement,0.06-0.08,242,0.549587,1.941074,-0.062273,6,-0.064463,"{""B1"": 46, ""N1"": 42, ""P1"": 36, ""SC0"": 34, ""T1"": 84}","{""2020/21"": 45, ""2021/22"": 56, ""2022/23"": 37, ""2023/24"": 53, ""2024/25"": 51}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,home,open_to_close_probability_movement,0.08-0.10,70,0.442857,2.173286,-0.233429,7,-0.293571,"{""B1"": 11, ""N1"": 12, ""P1"": 7, ""SC0"": 7, ""T1"": 33}","{""2020/21"": 15, ""2021/22"": 20, ""2022/23"": 3, ""2023/24"": 15, ""2024/25"": 17}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,home,open_to_close_probability_movement,<=-0.1,46,0.347826,2.578913,-0.203913,5,-0.296522,"{""B1"": 19, ""N1"": 5, ""P1"": 5, ""SC0"": 5, ""T1"": 12}","{""2020/21"": 23, ""2021/22"": 12, ""2022/23"": 4, ""2023/24"": 3, ""2024/25"": 4}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,home,open_to_close_probability_movement,>=0.1,45,0.622222,1.734667,-0.028,3,-0.178667,"{""B1"": 9, ""N1"": 11, ""P1"": 3, ""SC0"": 3, ""T1"": 19}","{""2020/21"": 6, ""2021/22"": 18, ""2022/23"": 3, ""2023/24"": 5, ""2024/25"": 13}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,home,open_to_close_probability_movement,MISSING,18,0.444444,2.095556,-0.211667,4,-0.336667,"{""B1"": 3, ""N1"": 1, ""P1"": 2, ""SC0"": 2, ""T1"": 10}","{""2020/21"": 8, ""2021/22"": 2, ""2022/23"": 5, ""2023/24"": 1, ""2024/25"": 2}",NO,SMALL_SAMPLE|CONCENTRATION_RISK,REJECT_CONCENTRATION|REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_CONCENTRATION|REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,draw,open_to_close_probability_movement,-0.02-0.00,3043,0.23628,4.206066,-0.077088,26,-0.081541,"{""B1"": 626, ""N1"": 613, ""P1"": 603, ""SC0"": 449, ""T1"": 752}","{""2020/21"": 648, ""2021/22"": 619, ""2022/23"": 603, ""2023/24"": 592, ""2024/25"": 581}",NO,NONE,REJECT_NON_POSITIVE_ROI,REJECT_NON_POSITIVE_ROI,NONE,YES,NO,NO,NO,NO
1X2,draw,open_to_close_probability_movement,-0.04--0.02,542,0.173432,5.341882,-0.190793,25,-0.206845,"{""B1"": 98, ""N1"": 114, ""P1"": 110, ""SC0"": 100, ""T1"": 120}","{""2020/21"": 103, ""2021/22"": 114, ""2022/23"": 92, ""2023/24"": 116, ""2024/25"": 117}",NO,NONE,REJECT_NON_POSITIVE_ROI,REJECT_NON_POSITIVE_ROI,NONE,YES,NO,NO,NO,NO
1X2,draw,open_to_close_probability_movement,-0.06--0.04,44,0.090909,5.541818,-0.522727,18,-0.522727,"{""B1"": 8, ""N1"": 8, ""P1"": 5, ""SC0"": 10, ""T1"": 13}","{""2020/21"": 20, ""2021/22"": 11, ""2022/23"": 3, ""2023/24"": 7, ""2024/25"": 3}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,draw,open_to_close_probability_movement,-0.08--0.06,7,0,6.892857,-1,7,-1,"{""B1"": 1, ""N1"": 1, ""P1"": 1, ""SC0"": 1, ""T1"": 3}","{""2020/21"": 1, ""2021/22"": 3, ""2024/25"": 3}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,draw,open_to_close_probability_movement,0.00-0.02,3433,0.266239,3.878567,-0.030801,24,-0.041873,"{""B1"": 718, ""N1"": 704, ""P1"": 688, ""SC0"": 489, ""T1"": 834}","{""2020/21"": 686, ""2021/22"": 668, ""2022/23"": 691, ""2023/24"": 718, ""2024/25"": 670}",NO,NONE,REJECT_NON_POSITIVE_ROI,REJECT_NON_POSITIVE_ROI,NONE,YES,NO,NO,NO,NO
1X2,draw,open_to_close_probability_movement,0.02-0.04,453,0.236203,4.011192,-0.151126,17,-0.176402,"{""B1"": 82, ""N1"": 83, ""P1"": 113, ""SC0"": 82, ""T1"": 93}","{""2020/21"": 87, ""2021/22"": 98, ""2022/23"": 60, ""2023/24"": 95, ""2024/25"": 113}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,draw,open_to_close_probability_movement,0.04-0.06,33,0.242424,4.025151,-0.132424,8,-0.312727,"{""B1"": 6, ""N1"": 5, ""P1"": 7, ""SC0"": 6, ""T1"": 9}","{""2020/21"": 12, ""2021/22"": 11, ""2022/23"": 4, ""2023/24"": 2, ""2024/25"": 4}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,draw,open_to_close_probability_movement,0.06-0.08,2,0,4.65,-1,2,-1,"{""P1"": 1, ""SC0"": 1}","{""2020/21"": 1, ""2024/25"": 1}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,draw,open_to_close_probability_movement,<=-0.1,1,0,2.7,-1,1,-1,"{""T1"": 1}","{""2023/24"": 1}",NO,SMALL_SAMPLE|CONCENTRATION_RISK,REJECT_CONCENTRATION|REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_CONCENTRATION|REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,draw,open_to_close_probability_movement,MISSING,19,0.157895,3.763158,-0.434211,10,-0.526316,"{""B1"": 3, ""N1"": 2, ""P1"": 2, ""SC0"": 2, ""T1"": 10}","{""2020/21"": 8, ""2021/22"": 2, ""2022/23"": 6, ""2023/24"": 1, ""2024/25"": 2}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,away,open_to_close_probability_movement,-0.02-0.00,1793,0.246514,5.598539,-0.212878,24,-0.218355,"{""B1"": 334, ""N1"": 390, ""P1"": 358, ""SC0"": 296, ""T1"": 415}","{""2020/21"": 335, ""2021/22"": 363, ""2022/23"": 349, ""2023/24"": 369, ""2024/25"": 377}",NO,NONE,REJECT_NON_POSITIVE_ROI,REJECT_NON_POSITIVE_ROI,NONE,YES,NO,NO,NO,NO
1X2,away,open_to_close_probability_movement,-0.04--0.02,1062,0.293785,4.39645,-0.101996,14,-0.118446,"{""B1"": 214, ""N1"": 231, ""P1"": 187, ""SC0"": 176, ""T1"": 254}","{""2020/21"": 178, ""2021/22"": 246, ""2022/23"": 186, ""2023/24"": 229, ""2024/25"": 223}",NO,NONE,REJECT_NON_POSITIVE_ROI,REJECT_NON_POSITIVE_ROI,NONE,YES,NO,NO,NO,NO
1X2,away,open_to_close_probability_movement,-0.06--0.04,429,0.324009,3.609161,-0.045641,11,-0.100536,"{""B1"": 77, ""N1"": 80, ""P1"": 70, ""SC0"": 73, ""T1"": 129}","{""2020/21"": 76, ""2021/22"": 108, ""2022/23"": 65, ""2023/24"": 86, ""2024/25"": 94}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,away,open_to_close_probability_movement,-0.08--0.06,166,0.343373,3.326747,-0.131747,7,-0.153554,"{""B1"": 40, ""N1"": 33, ""P1"": 19, ""SC0"": 19, ""T1"": 55}","{""2020/21"": 24, ""2021/22"": 52, ""2022/23"": 22, ""2023/24"": 30, ""2024/25"": 38}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,away,open_to_close_probability_movement,-0.10--0.08,64,0.34375,3.151875,-0.14,6,-0.285313,"{""B1"": 5, ""N1"": 16, ""P1"": 8, ""SC0"": 10, ""T1"": 25}","{""2020/21"": 14, ""2021/22"": 15, ""2022/23"": 7, ""2023/24"": 10, ""2024/25"": 18}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,away,open_to_close_probability_movement,0.00-0.02,2134,0.297563,4.745965,-0.163027,15,-0.181232,"{""B1"": 409, ""N1"": 444, ""P1"": 469, ""SC0"": 319, ""T1"": 493}","{""2020/21"": 424, ""2021/22"": 389, ""2022/23"": 481, ""2023/24"": 445, ""2024/25"": 395}",NO,NONE,REJECT_NON_POSITIVE_ROI,REJECT_NON_POSITIVE_ROI,NONE,YES,NO,NO,NO,NO
1X2,away,open_to_close_probability_movement,0.02-0.04,1110,0.363063,3.309694,-0.120784,13,-0.129369,"{""B1"": 232, ""N1"": 213, ""P1"": 252, ""SC0"": 158, ""T1"": 255}","{""2020/21"": 267, ""2021/22"": 193, ""2022/23"": 221, ""2023/24"": 218, ""2024/25"": 211}",NO,NONE,REJECT_NON_POSITIVE_ROI,REJECT_NON_POSITIVE_ROI,NONE,YES,NO,NO,NO,NO
1X2,away,open_to_close_probability_movement,0.04-0.06,452,0.433628,2.696283,-0.031792,13,-0.079137,"{""B1"": 121, ""N1"": 69, ""P1"": 99, ""SC0"": 51, ""T1"": 112}","{""2020/21"": 118, ""2021/22"": 78, ""2022/23"": 85, ""2023/24"": 91, ""2024/25"": 80}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,away,open_to_close_probability_movement,0.06-0.08,204,0.514706,2.313873,0.048578,11,-0.084853,"{""B1"": 56, ""N1"": 36, ""P1"": 42, ""SC0"": 17, ""T1"": 53}","{""2020/21"": 69, ""2021/22"": 42, ""2022/23"": 29, ""2023/24"": 36, ""2024/25"": 28}",YES,SMALL_SAMPLE,REJECT_SMALL_SAMPLE,REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,away,open_to_close_probability_movement,0.08-0.10,79,0.531646,2.204937,0.062658,4,-0.105823,"{""B1"": 32, ""N1"": 7, ""P1"": 16, ""SC0"": 8, ""T1"": 16}","{""2020/21"": 37, ""2021/22"": 18, ""2022/23"": 2, ""2023/24"": 10, ""2024/25"": 12}",YES,SMALL_SAMPLE,REJECT_SMALL_SAMPLE,REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,away,open_to_close_probability_movement,<=-0.1,34,0.5,2.872059,0.200294,4,-0.148529,"{""B1"": 7, ""N1"": 7, ""P1"": 5, ""SC0"": 5, ""T1"": 10}","{""2020/21"": 3, ""2021/22"": 11, ""2022/23"": 2, ""2023/24"": 6, ""2024/25"": 12}",YES,SMALL_SAMPLE,REJECT_SMALL_SAMPLE,REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,away,open_to_close_probability_movement,>=0.1,31,0.548387,2.026774,0.016452,3,-0.201613,"{""B1"": 12, ""N1"": 2, ""P1"": 3, ""SC0"": 6, ""T1"": 8}","{""2020/21"": 13, ""2021/22"": 9, ""2022/23"": 4, ""2023/24"": 1, ""2024/25"": 4}",YES,SMALL_SAMPLE|HIGH_DRAWDOWN_RISK,REJECT_HIGH_DRAWDOWN|REJECT_SMALL_SAMPLE,REJECT_HIGH_DRAWDOWN|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,away,open_to_close_probability_movement,MISSING,19,0.421053,3.995789,0.281579,5,-0.263158,"{""B1"": 3, ""N1"": 2, ""P1"": 2, ""SC0"": 2, ""T1"": 10}","{""2020/21"": 8, ""2021/22"": 2, ""2022/23"": 6, ""2023/24"": 1, ""2024/25"": 2}",YES,SMALL_SAMPLE|HIGH_DRAWDOWN_RISK,REJECT_HIGH_DRAWDOWN|REJECT_SMALL_SAMPLE,REJECT_HIGH_DRAWDOWN|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,home,open_to_close_odds_movement,-0.25-0.00,2405,0.538877,1.98973,-0.055256,9,-0.064919,"{""B1"": 470, ""N1"": 517, ""P1"": 420, ""SC0"": 399, ""T1"": 599}","{""2020/21"": 437, ""2021/22"": 504, ""2022/23"": 445, ""2023/24"": 520, ""2024/25"": 499}",NO,NONE,REJECT_NON_POSITIVE_ROI,REJECT_NON_POSITIVE_ROI,NONE,YES,NO,NO,NO,NO
1X2,home,open_to_close_odds_movement,-0.50--0.25,471,0.36518,3.179427,-0.051826,15,-0.089427,"{""B1"": 90, ""N1"": 94, ""P1"": 88, ""SC0"": 54, ""T1"": 145}","{""2020/21"": 84, ""2021/22"": 125, ""2022/23"": 73, ""2023/24"": 81, ""2024/25"": 108}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,home,open_to_close_odds_movement,-0.75--0.50,103,0.271845,3.303204,-0.175534,10,-0.284272,"{""B1"": 19, ""N1"": 23, ""P1"": 10, ""SC0"": 14, ""T1"": 37}","{""2020/21"": 22, ""2021/22"": 27, ""2022/23"": 11, ""2023/24"": 20, ""2024/25"": 23}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,home,open_to_close_odds_movement,-1.00--0.75,37,0.216216,3.132162,-0.360811,8,-0.432432,"{""B1"": 9, ""N1"": 13, ""P1"": 2, ""SC0"": 5, ""T1"": 8}","{""2020/21"": 3, ""2021/22"": 10, ""2022/23"": 8, ""2023/24"": 5, ""2024/25"": 11}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,home,open_to_close_odds_movement,0.00-0.25,3107,0.483103,2.421149,-0.060084,9,-0.066807,"{""B1"": 629, ""N1"": 613, ""P1"": 673, ""SC0"": 441, ""T1"": 751}","{""2020/21"": 652, ""2021/22"": 595, ""2022/23"": 666, ""2023/24"": 608, ""2024/25"": 586}",NO,NONE,REJECT_NON_POSITIVE_ROI,REJECT_NON_POSITIVE_ROI,NONE,YES,NO,NO,NO,NO
1X2,home,open_to_close_odds_movement,0.25-0.50,599,0.33389,3.053356,-0.069048,16,-0.085058,"{""B1"": 141, ""N1"": 83, ""P1"": 126, ""SC0"": 76, ""T1"": 173}","{""2020/21"": 152, ""2021/22"": 92, ""2022/23"": 102, ""2023/24"": 139, ""2024/25"": 114}",NO,NONE,REJECT_NON_POSITIVE_ROI,REJECT_NON_POSITIVE_ROI,NONE,YES,NO,NO,NO,NO
1X2,home,open_to_close_odds_movement,0.50-0.75,284,0.214789,4.702218,-0.118662,16,-0.189824,"{""B1"": 91, ""N1"": 51, ""P1"": 61, ""SC0"": 37, ""T1"": 44}","{""2020/21"": 77, ""2021/22"": 54, ""2022/23"": 51, ""2023/24"": 53, ""2024/25"": 49}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,home,open_to_close_odds_movement,0.75-1.00,79,0.177215,4.700886,-0.275316,8,-0.33038,"{""B1"": 18, ""N1"": 11, ""P1"": 17, ""SC0"": 13, ""T1"": 20}","{""2020/21"": 25, ""2021/22"": 13, ""2022/23"": 14, ""2023/24"": 10, ""2024/25"": 17}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,home,open_to_close_odds_movement,<=-1.00,173,0.109827,7.113064,-0.192197,34,-0.25289,"{""B1"": 16, ""N1"": 51, ""P1"": 40, ""SC0"": 42, ""T1"": 24}","{""2020/21"": 26, ""2021/22"": 41, ""2022/23"": 27, ""2023/24"": 37, ""2024/25"": 42}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,home,open_to_close_odds_movement,>=1.00,300,0.086667,8.974167,-0.301667,47,-0.346667,"{""B1"": 56, ""N1"": 72, ""P1"": 91, ""SC0"": 57, ""T1"": 24}","{""2020/21"": 80, ""2021/22"": 63, ""2022/23"": 56, ""2023/24"": 58, ""2024/25"": 43}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,home,open_to_close_odds_movement,MISSING,18,0.444444,2.095556,-0.211667,4,-0.336667,"{""B1"": 3, ""N1"": 1, ""P1"": 2, ""SC0"": 2, ""T1"": 10}","{""2020/21"": 8, ""2021/22"": 2, ""2022/23"": 5, ""2023/24"": 1, ""2024/25"": 2}",NO,SMALL_SAMPLE|CONCENTRATION_RISK,REJECT_CONCENTRATION|REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_CONCENTRATION|REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,draw,open_to_close_odds_movement,-0.25-0.00,1825,0.287671,3.521879,-0.011753,18,-0.043458,"{""B1"": 396, ""N1"": 319, ""P1"": 375, ""SC0"": 283, ""T1"": 452}","{""2020/21"": 261, ""2021/22"": 343, ""2022/23"": 414, ""2023/24"": 400, ""2024/25"": 407}",NO,NONE,REJECT_NON_POSITIVE_ROI,REJECT_NON_POSITIVE_ROI,NONE,YES,NO,NO,NO,NO
1X2,draw,open_to_close_odds_movement,-0.50--0.25,428,0.224299,4.286869,-0.134416,14,-0.179813,"{""B1"": 81, ""N1"": 90, ""P1"": 97, ""SC0"": 72, ""T1"": 88}","{""2020/21"": 75, ""2021/22"": 97, ""2022/23"": 56, ""2023/24"": 89, ""2024/25"": 111}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,draw,open_to_close_odds_movement,-0.75--0.50,82,0.219512,4.491951,-0.022561,11,-0.134146,"{""B1"": 14, ""N1"": 16, ""P1"": 25, ""SC0"": 11, ""T1"": 16}","{""2020/21"": 19, ""2021/22"": 21, ""2022/23"": 12, ""2023/24"": 17, ""2024/25"": 13}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,draw,open_to_close_odds_movement,-1.00--0.75,10,0.5,3.966,0.92,3,-0.3,"{""B1"": 4, ""N1"": 2, ""P1"": 2, ""T1"": 2}","{""2020/21"": 2, ""2021/22"": 2, ""2022/23"": 1, ""2023/24"": 2, ""2024/25"": 3}",YES,SMALL_SAMPLE|HIGH_DRAWDOWN_RISK,REJECT_HIGH_DRAWDOWN|REJECT_SMALL_SAMPLE,REJECT_HIGH_DRAWDOWN|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,draw,open_to_close_odds_movement,0.00-0.25,3783,0.257732,3.814483,-0.055847,23,-0.05912,"{""B1"": 791, ""N1"": 736, ""P1"": 749, ""SC0"": 523, ""T1"": 984}","{""2020/21"": 922, ""2021/22"": 771, ""2022/23"": 701, ""2023/24"": 714, ""2024/25"": 675}",NO,NONE,REJECT_NON_POSITIVE_ROI,REJECT_NON_POSITIVE_ROI,NONE,YES,NO,NO,NO,NO
1X2,draw,open_to_close_odds_movement,0.25-0.50,603,0.232172,4.393433,0.005257,32,-0.069635,"{""B1"": 149, ""N1"": 135, ""P1"": 99, ""SC0"": 76, ""T1"": 144}","{""2020/21"": 136, ""2021/22"": 129, ""2022/23"": 106, ""2023/24"": 119, ""2024/25"": 113}",YES,NONE,WATCHLIST_RESEARCH_ONLY,NONE,WATCH_LOW_SAMPLE_MARGIN,YES,NO,NO,NO,NO
1X2,draw,open_to_close_odds_movement,0.50-0.75,353,0.135977,5.598924,-0.25966,28,-0.291756,"{""B1"": 52, ""N1"": 101, ""P1"": 67, ""SC0"": 52, ""T1"": 81}","{""2020/21"": 54, ""2021/22"": 74, ""2022/23"": 76, ""2023/24"": 86, ""2024/25"": 63}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,draw,open_to_close_odds_movement,0.75-1.00,85,0.047059,5.490588,-0.761765,38,-0.761765,"{""B1"": 17, ""N1"": 18, ""P1"": 19, ""SC0"": 12, ""T1"": 19}","{""2020/21"": 18, ""2021/22"": 16, ""2022/23"": 14, ""2023/24"": 20, ""2024/25"": 17}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
1X2,draw,open_to_close_odds_movement,<=-1.00,129,0.077519,6.761318,-0.458682,33,-0.458682,"{""B1"": 9, ""N1"": 44, ""P1"": 37, ""SC0"": 31, ""T1"": 8}","{""2020/21"": 28, ""2021/22"": 22, ""2022/23"": 23, ""2023/24"": 19, ""2024/25"": 37}",NO,SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,REJECT_NON_POSITIVE_ROI|REJECT_SMALL_SAMPLE,NONE,YES,NO,NO,NO,NO
