market,selection,bucket_type,bucket,sample_count,hit_count,hit_rate,avg_odds,roi,max_losing_streak,max_drawdown,league_distribution,season_distribution,positive_roi_bucket,reject_reason,backtest_scope,recommendation_generated
1X2,away,open_to_close_odds_movement,<=-1.00,542,67,0.123616,8.455664,-0.10679,45,-0.159963,"{""D1"": 93, ""E0"": 127, ""F1"": 82, ""I1"": 133, ""SP1"": 107}","{""2020/21"": 116, ""2021/22"": 95, ""2022/23"": 117, ""2023/24"": 110, ""2024/25"": 104}",NO,NONE,COMPLETE_BACKTEST_ONLY,NO
1X2,away,open_to_close_odds_movement,>=1.00,557,55,0.098743,10.415853,-0.108025,45,-0.177594,"{""D1"": 92, ""E0"": 108, ""F1"": 102, ""I1"": 108, ""SP1"": 147}","{""2020/21"": 110, ""2021/22"": 141, ""2022/23"": 85, ""2023/24"": 97, ""2024/25"": 124}",NO,NONE,COMPLETE_BACKTEST_ONLY,NO
1X2,away,open_to_close_odds_movement,MISSING,4,1,0.25,4.225,0.875,3,-0.75,"{""F1"": 1, ""I1"": 3}","{""2020/21"": 3, ""2021/22"": 1}",YES,SMALL_SAMPLE|HIGH_DRAWDOWN_RISK|CONCENTRATION_RISK,COMPLETE_BACKTEST_ONLY,NO
AH,home_handicap,open_to_close_line_movement,-0.25,1510,660,0.437086,1.998106,-0.043401,9,-0.049245,"{""D1"": 279, ""E0"": 331, ""F1"": 298, ""I1"": 291, ""SP1"": 311}","{""2020/21"": 311, ""2021/22"": 342, ""2022/23"": 287, ""2023/24"": 286, ""2024/25"": 284}",NO,NONE,COMPLETE_BACKTEST_ONLY,NO
AH,home_handicap,open_to_close_line_movement,-0.50,79,34,0.43038,1.981899,-0.107911,6,-0.147848,"{""D1"": 13, ""E0"": 13, ""F1"": 25, ""I1"": 13, ""SP1"": 15}","{""2020/21"": 14, ""2021/22"": 18, ""2022/23"": 12, ""2023/24"": 13, ""2024/25"": 22}",NO,SMALL_SAMPLE,COMPLETE_BACKTEST_ONLY,NO
AH,home_handicap,open_to_close_line_movement,-0.75,5,1,0.2,1.978,-0.51,4,-0.7,"{""F1"": 2, ""I1"": 1, ""SP1"": 2}","{""2020/21"": 1, ""2021/22"": 1, ""2022/23"": 1, ""2024/25"": 2}",NO,SMALL_SAMPLE,COMPLETE_BACKTEST_ONLY,NO
AH,home_handicap,open_to_close_line_movement,0.00,5630,2552,0.453286,1.948455,-0.051298,12,-0.055386,"{""D1"": 941, ""E0"": 1160, ""F1"": 1048, ""I1"": 1253, ""SP1"": 1228}","{""2020/21"": 1050, ""2021/22"": 1141, ""2022/23"": 1185, ""2023/24"": 1173, ""2024/25"": 1081}",NO,NONE,COMPLETE_BACKTEST_ONLY,NO
AH,home_handicap,open_to_close_line_movement,0.25,1679,793,0.472305,1.890465,-0.035408,10,-0.039056,"{""D1"": 283, ""E0"": 380, ""F1"": 355, ""I1"": 325, ""SP1"": 336}","{""2020/21"": 419, ""2021/22"": 307, ""2022/23"": 334, ""2023/24"": 270, ""2024/25"": 349}",NO,NONE,COMPLETE_BACKTEST_ONLY,NO
AH,home_handicap,open_to_close_line_movement,0.50,69,27,0.391304,1.877536,-0.218043,7,-0.27087,"{""D1"": 12, ""E0"": 13, ""F1"": 23, ""I1"": 15, ""SP1"": 6}","{""2020/21"": 26, ""2021/22"": 14, ""2022/23"": 6, ""2023/24"": 10, ""2024/25"": 13}",NO,SMALL_SAMPLE,COMPLETE_BACKTEST_ONLY,NO
AH,home_handicap,open_to_close_line_movement,0.75,4,1,0.25,1.9375,-0.2575,2,-0.5,"{""D1"": 1, ""E0"": 2, ""F1"": 1}","{""2020/21"": 3, ""2022/23"": 1}",NO,SMALL_SAMPLE|CONCENTRATION_RISK,COMPLETE_BACKTEST_ONLY,NO
AH,home_handicap,open_to_close_line_movement,<=-1.00,1,0,0,1.84,0,0,0,"{""SP1"": 1}","{""2020/21"": 1}",NO,SMALL_SAMPLE|CONCENTRATION_RISK,COMPLETE_BACKTEST_ONLY,NO
AH,home_handicap,open_to_close_line_movement,>=1.00,1,0,0,2.03,-1,1,-1,"{""D1"": 1}","{""2024/25"": 1}",NO,SMALL_SAMPLE|CONCENTRATION_RISK,COMPLETE_BACKTEST_ONLY,NO
AH,home_handicap,open_to_close_line_movement,MISSING,2,1,0.5,1.925,0.16,1,-0.25,"{""I1"": 2}","{""2020/21"": 1, ""2021/22"": 1}",YES,SMALL_SAMPLE|HIGH_DRAWDOWN_RISK|CONCENTRATION_RISK,COMPLETE_BACKTEST_ONLY,NO
